Year,CIUDAD,Counts,DATE_DUE,DATE_DELIVERED,Link
2009,No definido,153000000,07/09/2010,08/10/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-92094
2011,No definido,663703811,28/11/2011,30/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1614310
2011,No definido,239314000,31/12/2011,20/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-89802
2011,No definido,1799000000,01/07/2011,02/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-90840
2013,No definido,499427797,11/03/2014,10/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-103239
2011,No definido,24000000,17/11/2011,19/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2204341
2011,No definido,217596179,21/09/2011,23/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91739
2011,No definido,117000000,23/12/2011,24/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91122
2010,No definido,218978000,30/12/2011,17/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-89092
2013,No definido,447771426,02/04/2014,01/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2497742
2011,No definido,399246363,23/12/2011,24/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88005
2009,No definido,180000000,07/10/2010,07/11/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-87999
2011,No definido,120000000,15/08/2012,15/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-92070
2013,No definido,199780601,14/03/2014,13/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-90732
2013,No definido,1111323601,01/06/2014,01/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95445
2011,No definido,397861000,30/12/2011,30/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2213822
2011,No definido,253196000,30/12/2011,11/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-90253
2011,No definido,435814000,30/12/2011,22/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2497584
2011,No definido,312215540,08/10/2011,09/10/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1506319
2011,No definido,222542000,31/12/2011,20/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4474451
2009,No definido,360975939,14/12/2010,14/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-94166
2011,No definido,21450000,30/12/2011,29/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-82799
2011,No definido,415193823,23/10/2011,24/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95215
2011,No definido,136398000,29/12/2011,29/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-87375
2013,No definido,920818460,21/05/2014,20/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2213404
2011,No definido,11336800,25/10/2011,26/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2228475
2011,No definido,252216000,30/12/2011,17/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1817915
2010,No definido,535274000,16/04/2011,15/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1688876
2011,No definido,347464000,30/12/2011,30/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104650
2014,No definido,180234080,27/11/2014,27/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-1929090
2011,No definido,210596551,22/10/2011,23/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2497693
2011,No definido,338293000,31/12/2011,06/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-94155
2011,No definido,99000000,23/12/2011,24/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2204485
2011,No definido,323442113,28/10/2011,29/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2497427
2011,No definido,194396000,09/01/2012,22/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-100755
2013,No definido,676340847,22/01/2014,23/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3278208
2014,No definido,442504339,29/03/2015,29/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2183520
2011,No definido,11336800,03/11/2011,05/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106352
2009,No definido,78203384,02/03/2010,01/09/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-98550
2013,No definido,539102067,13/02/2014,15/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95936
2011,No definido,100960252,09/12/2011,10/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-1526010
2010,No definido,174273583,02/12/2011,02/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1638083
2011,No definido,339420000,29/12/2011,28/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-1735309
2011,No definido,339420000,29/12/2011,28/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95972
2010,No definido,40800000,21/01/2011,22/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1749487
2011,No definido,346172000,30/12/2011,17/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1105632
2011,No definido,185000000,28/12/2011,29/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79370
2011,No definido,104976000,27/12/2011,28/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79367
2011,No definido,152714166,27/12/2011,28/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79367
2013,No definido,823129168,09/05/2014,08/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79367
2011,No definido,500000000,28/10/2011,29/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1189758
2011,No definido,22400000,30/11/2011,01/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79001
2011,No definido,500000000,28/10/2011,29/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-78997
2011,No definido,10000000,21/11/2011,23/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1467805
2012,No definido,2259938171,18/01/2013,20/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-78998
2011,No definido,177873095,27/11/2011,28/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1354249
2013,No definido,1022001274,24/07/2014,25/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79003
2011,No definido,323619000,29/12/2011,29/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80364
2011,No definido,323619000,29/12/2011,29/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85577
2011,No definido,194618000,30/12/2011,11/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84753
2011,No definido,292240000,23/12/2011,24/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1002653
2011,No definido,177598315,29/08/2011,30/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83314
2011,No definido,144449000,30/12/2011,30/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80217
2011,No definido,445523482,23/12/2011,24/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1168023
2011,No definido,127924000,29/12/2011,29/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80813
2011,No definido,100960252,30/11/2011,01/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79109
2011,No definido,129088000,29/12/2011,28/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-82703
2009,No definido,3332670832,07/08/2010,06/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1154977
2010,No definido,9992700000,01/01/2011,01/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1165413
2010,No definido,4500000000,01/02/2012,04/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1102445
2010,No definido,2815000000,01/01/2011,02/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1102445
2010,No definido,2000000000,03/12/2011,03/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1102445
2010,No definido,559457198,07/04/2011,07/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-76718
2010,No definido,500380570,29/06/2011,29/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-76718
2010,No definido,777848528,30/04/2011,30/07/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-76718
2010,No definido,419970758,29/08/2011,29/10/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1269430
2010,No definido,341110844,30/12/2011,30/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79006
2010,No definido,408095413,02/08/2011,01/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80857
2010,No definido,279000000,31/07/2011,28/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85499
2010,No definido,328107328,30/06/2011,30/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-75797
2010,No definido,193702489,18/02/2011,19/03/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1354289
2010,No definido,215571571,20/03/2011,19/06/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83841
2010,No definido,170000000,12/06/2011,11/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106760
2010,No definido,173176904,26/04/2011,26/05/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1167607
2010,No definido,101138759,22/05/2011,23/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-13-1323286
2010,No definido,52000000,17/04/2011,17/06/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-974483
2012,No definido,711953795,21/05/2013,20/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1167841
2013,No definido,9358939711,01/07/2015,30/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1168070
2013,No definido,652528284,02/08/2013,01/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80873
2014,No definido,919497241,04/01/2015,05/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3029001
2011,No definido,162000000,23/12/2011,24/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1169411
2011,No definido,194747000,30/12/2011,11/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-9-354866
2013,No definido,878131845,30/07/2014,30/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-82285
2013,No definido,498299760,03/03/2014,02/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1503511
2011,No definido,391149000,30/12/2011,11/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-75911
2013,No definido,359012024,09/04/2014,08/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-75911
2010,No definido,87350000,28/07/2011,28/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79987
2010,No definido,37844686,06/03/2011,05/05/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-76945
2010,No definido,20100000,29/05/2011,28/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80036
2011,No definido,232000000,31/12/2011,06/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1075710
2012,No definido,45860557,05/12/2012,06/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-840868
2014,No definido,843250000,29/12/2014,17/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1112988
2014,No definido,1530160513,21/11/2015,21/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1113162
2011,No definido,706360866,30/01/2012,31/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1075916
2010,No definido,67422807,15/03/2011,14/05/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1107594
2010,No definido,56400000,17/06/2011,17/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1033278
2010,No definido,9953928,11/04/2011,10/06/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-4-1811547
2012,No definido,55856000,13/01/2013,15/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1208993
2011,No definido,1109100000,29/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1106273
2011,No definido,1109100000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-926209
2010,No definido,109589056,19/04/2011,19/08/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1118122
2010,No definido,47817094,05/03/2011,04/08/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79821
2010,No definido,60888750,13/06/2011,13/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-81290
2010,No definido,24526697,29/09/2011,29/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1175697
2011,No definido,104660548,31/10/2011,02/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1178457
2013,No definido,279003921,30/06/2014,30/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80326
2013,No definido,178016020,09/05/2014,08/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79007
2014,No definido,50234196,31/12/2014,30/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1002156
2010,No definido,69798845,20/06/2011,20/08/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79108
2010,No definido,34892660,04/06/2011,04/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-78315
2010,No definido,44555000,06/06/2011,06/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-78315
2010,No definido,468799123,03/12/2011,03/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1269524
2010,No definido,64816809,29/06/2011,29/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79102
2011,No definido,210000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-81968
2011,No definido,145601189,24/12/2011,25/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1231993
2013,No definido,995678870,08/08/2014,08/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-985310
2013,No definido,266725937,22/10/2013,23/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79478
2013,No definido,174672097,18/08/2013,19/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1345352
2011,No definido,706413427,27/02/2012,29/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79475
2010,No definido,15500000,25/05/2011,24/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1098561
2011,No definido,159574335,26/10/2011,27/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79149
2012,No definido,31335875,26/02/2013,29/05/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83297
2013,No definido,127452058,09/05/2014,08/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83297
2011,No definido,706423167,29/12/2011,29/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83297
2010,No definido,330979940,30/07/2011,29/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83297
2010,No definido,110873270,30/05/2011,29/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83297
2010,No definido,185000000,29/06/2011,29/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-899967
2010,No definido,54355456,06/04/2011,06/07/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79175
2010,No definido,39200000,29/06/2011,29/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79175
2010,No definido,21000000,01/01/2011,01/04/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79401
2012,No definido,94078362,04/09/2013,05/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80681
2011,No definido,941906119,29/12/2011,29/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80597
2010,No definido,99600870,21/06/2011,21/08/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1376532
2011,No definido,330000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1370011
2012,No definido,141526390,07/11/2012,09/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84077
2012,No definido,28984170,26/12/2012,28/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85085
2014,No definido,115764963,21/03/2015,20/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1201958
2015,No definido,328940613,18/12/2015,20/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1065853
2010,No definido,623218457,29/12/2011,29/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-82419
2011,No definido,1999951075,15/05/2012,16/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-82419
2011,No definido,1640999273,16/06/2012,17/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-82419
2011,No definido,1539999317,14/02/2012,16/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1182500
2011,No definido,1244991511,14/01/2012,16/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1376502
2011,No definido,1214999465,15/01/2012,17/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84991
2011,No definido,1049709530,16/12/2011,17/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-78695
2011,No definido,999942368,16/12/2011,17/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79330
2011,No definido,799994600,16/11/2011,17/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1443063
2011,No definido,250000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1090867
2012,No definido,847314860,26/12/2013,26/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83799
2013,No definido,154986315,29/09/2013,30/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1421444
2013,No definido,1826230668,20/03/2014,20/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-82472
2013,No definido,105326208,17/12/2013,18/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83995
2013,No definido,92211266,24/04/2014,24/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79519
2014,No definido,3968323688,05/11/2015,05/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-82741
2014,No definido,44089420,06/04/2015,06/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83278
2010,No definido,81050000,27/06/2011,27/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4214820
2011,No definido,322000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84453
2014,No definido,2240613638,25/10/2014,12/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-74849
2015,No definido,199999997,30/12/2015,01/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84922
2010,No definido,35926824,29/06/2011,29/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1143792
2011,No definido,334000000,01/01/2012,29/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85069
2012,No definido,26007500,12/12/2012,13/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1195273
2013,No definido,123552800,09/05/2014,08/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1235523
2010,No definido,237457843,29/04/2011,29/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1443299
2010,No definido,78285000,28/07/2011,28/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85069
2011,No definido,220000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1271978
2011,No definido,220000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1292419
2009,No definido,11730088,14/05/2009,12/08/2009,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85069
2010,No definido,72217460,24/06/2011,24/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1157088
2011,No definido,260000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1338827
2011,No definido,222000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1095761
2010,No definido,22217970,31/03/2011,30/06/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1284197
2010,No definido,45428973,30/06/2011,30/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1295670
2010,No definido,24755046,04/05/2011,04/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1122789
2013,No definido,79839278,02/04/2014,02/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1389055
2013,No definido,17959276,18/04/2014,18/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1278057
2010,No definido,38780528,20/06/2011,20/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1306313
2010,No definido,18500000,06/06/2011,06/10/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1017144
2011,No definido,124589427,19/01/2012,20/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-817723
2012,No definido,124574429,08/04/2013,08/07/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1150112
2012,No definido,30345000,24/01/2013,26/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1032424
2013,No definido,109981761,09/05/2014,08/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-13-1120693
2011,No definido,260000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1032754
2011,No definido,21820319,28/12/2011,29/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1032382
2012,No definido,25020000,22/03/2013,21/05/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1034105
2013,No definido,101694315,09/07/2014,08/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1030753
2010,No definido,57680380,03/09/2011,03/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1001758
2010,No definido,45256359,27/04/2011,27/11/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80354
2011,No definido,38800797,29/06/2012,30/10/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1164717
2013,No definido,15873713,15/04/2014,15/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-80731
2010,No definido,216943073,13/06/2011,13/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-82740
2010,No definido,25300000,07/08/2011,07/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-850401
2011,No definido,228000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-12-1091112
2012,No definido,42206810,14/01/2013,16/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1245324
2012,No definido,24965200,18/12/2012,19/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-4-1621876
2010,No definido,32162500,15/06/2011,15/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-4-1625233
2011,No definido,154398704,27/09/2011,28/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79152
2015,No definido,69996888,23/12/2015,24/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=11-1-70486
2010,No definido,32474144,16/06/2011,16/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-79386
2011,No definido,300000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83237
2011,No definido,189278862,31/08/2011,01/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83237
2012,No definido,94731197,06/12/2012,07/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-83237
2010,No definido,85578500,29/07/2011,29/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1202353
2011,No definido,221000000,31/12/2011,16/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1610804
2011,No definido,119591655,14/10/2011,15/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1257811
2011,No definido,84525563,03/11/2011,05/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1266770
